tanggal,namaBisnis,modal,pemasukan,pengeluaran,jamOperasional,jenisBisnis,status,keuntungan,kerugian,bisnisAddress,isDigital,hasWebsite,jenisBisnisEncoded,predicted_status,predicted_keuntungan,predicted_kerugian
2025-03-05,Data Cerah,19922359,17120153,4595589,19,Digital & Teknologi,0,0,2802206,"Jl. Pelaku Usaha No. 920, Semarang",1,1,0,1,-40715,66862
2025-03-05,Kelas Rakyat,18414264,25340995,1389721,7,Pendidikan & Pelatihan,1,6926731,0,"Jl. Pelaku Usaha No. 921, Semarang",0,1,6,1,1901648,18387
2025-03-05,Harga Loka,10957825,11108455,2153669,8,Retail & Toko Serba Ada,1,150630,0,"Jl. Pelaku Usaha No. 922, Bandung",0,0,8,1,54465,109
2025-03-05,Koding Karya,11120337,11969663,2347859,12,Digital & Teknologi,1,849326,0,"Jl. Pelaku Usaha No. 923, Medan",1,1,0,1,192224,653
2025-03-05,CantikNusa,14813768,15798281,696555,8,Kesehatan & Kecantikan,1,984513,0,"Jl. Pelaku Usaha No. 924, Jakarta",0,0,4,0,232126,652
2025-03-05,Jajan Jadoel,15814634,17532820,2058209,10,F&B,1,1718186,0,"Jl. Pelaku Usaha No. 925, Medan",0,0,1,1,438474,1406
2025-03-05,Rupa Nusantara,13299994,15345338,3303913,12,Kerajinan & Produk Lokal,1,2045344,0,"Jl. Pelaku Usaha No. 926, Semarang",0,1,3,0,527089,1785
2025-03-05,Teh & Cerita,6199671,12183057,4909753,9,F&B,1,5983386,0,"Jl. Pelaku Usaha No. 927, Bandung",0,0,1,1,1655625,15529
2025-03-05,Laras Care,7678815,11913521,4738398,8,Kesehatan & Kecantikan,1,4234706,0,"Jl. Pelaku Usaha No. 928, Yogyakarta",0,0,4,0,1161177,9129
2025-03-05,Teh & Cerita,13404540,22104199,4919375,12,F&B,1,8699659,0,"Jl. Pelaku Usaha No. 929, Makassar",0,1,1,1,2403078,24844
2025-03-05,Pelita Cita,12055152,19299781,518599,13,Pendidikan & Pelatihan,1,7244629,0,"Jl. Pelaku Usaha No. 930, Medan",0,0,6,1,1971290,19463
2025-03-05,Belanja Pintar,15493419,10749197,2473162,8,Retail & Toko Serba Ada,0,0,4744222,"Jl. Pelaku Usaha No. 931, Jakarta",0,1,8,1,-72948,131598
2025-03-05,Data Cerah,9418867,9689346,3786088,7,Digital & Teknologi,1,270479,0,"Jl. Pelaku Usaha No. 932, Jakarta",1,1,0,1,72450,288
2025-03-05,Belanja Pintar,7263497,16490725,2016815,10,Retail & Toko Serba Ada,1,9227228,0,"Jl. Pelaku Usaha No. 933, Yogyakarta",0,0,8,1,2531259,26542
2025-03-05,Mitra Langit,5037459,9962071,4259074,8,Travel & Pariwisata,1,4924612,0,"Jl. Pelaku Usaha No. 934, Jakarta",0,1,9,0,1349651,11631
2025-03-05,Lini Rupa,1341558,8745180,2556392,8,Fashion & Gaya Hidup,1,7403622,0,"Jl. Pelaku Usaha No. 935, Semarang",0,0,2,1,2043743,20535
2025-03-05,Bimbingan Cerita,9641556,11501015,1847411,19,Pendidikan & Pelatihan,1,1859459,0,"Jl. Pelaku Usaha No. 936, Yogyakarta",0,0,6,0,460680,1499
2025-03-05,Data Cerah,13749576,11564030,3603596,6,Digital & Teknologi,0,0,2185546,"Jl. Pelaku Usaha No. 937, Semarang",1,0,0,1,-32742,49806
2025-03-05,Langkah Cerah,8649585,16930965,1549173,12,Pendidikan & Pelatihan,1,8281380,0,"Jl. Pelaku Usaha No. 938, Medan",0,0,6,1,2265658,23211
2025-03-05,Bangun Cerita,18241191,15026573,830597,8,Properti & Kontraktor,0,0,3214618,"Jl. Pelaku Usaha No. 939, Bandung",0,1,7,1,-47237,83786
2025-03-05,Belanja Pintar,11629518,18735360,4107241,9,Retail & Toko Serba Ada,1,7105842,0,"Jl. Pelaku Usaha No. 940, Medan",0,1,8,1,1958696,19186
2025-03-05,Rupa Nusantara,16114115,13903633,1890970,8,Kerajinan & Produk Lokal,0,0,2210482,"Jl. Pelaku Usaha No. 941, Makassar",0,1,3,0,-30907,51864
2025-03-05,Mitra Langit,15263481,22826529,3671703,8,Travel & Pariwisata,1,7563048,0,"Jl. Pelaku Usaha No. 942, Yogyakarta",0,1,9,0,2082069,20667
2025-03-05,Rancang Sejahtera,2596562,1944738,845887,9,Properti & Kontraktor,0,0,651824,"Jl. Pelaku Usaha No. 943, Semarang",0,1,7,1,-5964,5787
2025-03-05,Langit Busana,13995342,18978955,1549854,8,Fashion & Gaya Hidup,1,4983613,0,"Jl. Pelaku Usaha No. 944, Jakarta",0,0,2,1,1363514,11642
2025-03-05,Laras Care,18406626,24589702,3295274,8,Kesehatan & Kecantikan,1,6183076,0,"Jl. Pelaku Usaha No. 945, Medan",0,0,4,0,1693456,15843
2025-03-05,Bangun Cerita,8192445,17405373,4815977,9,Properti & Kontraktor,1,9212928,0,"Jl. Pelaku Usaha No. 946, Bandung",0,0,7,1,2538483,26609
2025-03-05,Rancang Sejahtera,9089887,12712326,4270822,12,Properti & Kontraktor,1,3622439,0,"Jl. Pelaku Usaha No. 947, Jakarta",0,0,7,1,976953,6688
2025-03-05,Studio Karsa,16119924,19709332,2824848,3,Kreatif & Desain,1,3589408,0,"Jl. Pelaku Usaha No. 948, Medan",1,0,5,0,964634,6867
2025-03-05,Bimbingan Cerita,14535445,10483390,3662863,15,Pendidikan & Pelatihan,0,0,4052055,"Jl. Pelaku Usaha No. 949, Yogyakarta",0,1,6,1,-61597,108603
2025-03-05,Kelas Rakyat,14082108,9612982,1812326,5,Pendidikan & Pelatihan,0,0,4469126,"Jl. Pelaku Usaha No. 950, Yogyakarta",0,1,6,1,-68055,123886
2025-03-05,Asa Cendekia,2664758,4419602,1062853,15,Pendidikan & Pelatihan,1,1754844,0,"Jl. Pelaku Usaha No. 951, Surabaya",0,0,6,1,441172,1432
2025-03-05,Rancang Sejahtera,3016079,307029,2892667,8,Properti & Kontraktor,0,0,2709050,"Jl. Pelaku Usaha No. 952, Makassar",0,1,7,1,-40362,69090
2025-03-05,CantikNusa,13944916,17541175,1461791,9,Kesehatan & Kecantikan,1,3596259,0,"Jl. Pelaku Usaha No. 953, Medan",0,0,4,1,968178,6532
2025-03-05,Sehat Sentosa,3832723,-626675,2380083,9,Kesehatan & Kecantikan,0,0,4459398,"Jl. Pelaku Usaha No. 954, Surabaya",0,1,4,1,-68902,125465
2025-03-05,Loka Bambu,11340940,15506749,2664096,9,Kerajinan & Produk Lokal,1,4165809,0,"Jl. Pelaku Usaha No. 955, Jakarta",0,1,3,1,1133890,8873
2025-03-05,Bumi Perca,6477514,12737036,2274548,8,Fashion & Gaya Hidup,1,6259522,0,"Jl. Pelaku Usaha No. 956, Yogyakarta",0,1,2,1,1727238,16484
2025-03-05,Kelas Rakyat,7376305,12806349,2241616,5,Pendidikan & Pelatihan,1,5430044,0,"Jl. Pelaku Usaha No. 957, Semarang",0,1,6,1,1494519,13443
2025-03-05,Rumah Kita,3564553,12235249,2261362,10,Properti & Kontraktor,1,8670696,0,"Jl. Pelaku Usaha No. 958, Yogyakarta",0,0,7,1,2382032,24726
2025-03-05,Belanja Pintar,7108916,16164264,4845632,10,Retail & Toko Serba Ada,1,9055348,0,"Jl. Pelaku Usaha No. 959, Semarang",0,0,8,1,2492770,26045
2025-03-05,Teh & Cerita,8552279,5772924,1365265,8,F&B,0,0,2779355,"Jl. Pelaku Usaha No. 960, Jakarta",0,1,1,1,-40635,72245
2025-03-05,Dapur Loka,11678401,16296209,2216913,10,F&B,1,4617808,0,"Jl. Pelaku Usaha No. 961, Yogyakarta",0,0,1,1,1262800,10388
2025-03-05,Jejak Digital,9388103,5833301,2343708,6,Digital & Teknologi,0,0,3554802,"Jl. Pelaku Usaha No. 962, Yogyakarta",1,0,0,1,-55804,96468
2025-03-05,Jajan Jadoel,10744786,16653601,1518690,11,F&B,1,5908815,0,"Jl. Pelaku Usaha No. 963, Surabaya",0,0,1,1,1614797,15027
2025-03-05,Klinik Asa,2347918,6029203,2542283,10,Kesehatan & Kecantikan,1,3681285,0,"Jl. Pelaku Usaha No. 964, Medan",0,1,4,0,997375,7346
2025-03-05,Rupa Sejiwa,3849069,-1102258,714146,10,Kesehatan & Kecantikan,0,0,4951327,"Jl. Pelaku Usaha No. 965, Yogyakarta",0,1,4,0,-77995,143275
2025-03-05,NusaTrip,1019949,8511832,777202,10,Travel & Pariwisata,1,7491883,0,"Jl. Pelaku Usaha No. 966, Makassar",0,1,9,0,2059284,20633
2025-03-05,Hijab Pelita,9831480,12186877,4282421,8,Fashion & Gaya Hidup,1,2355397,0,"Jl. Pelaku Usaha No. 967, Surabaya",0,0,2,1,629177,2432
2025-03-05,Rancak Raya,5528287,3082939,3381091,9,Fashion & Gaya Hidup,0,0,2445348,"Jl. Pelaku Usaha No. 968, Medan",0,1,2,1,-35688,60331
2025-03-05,Rupa Nusantara,3266677,311910,4108874,10,Kerajinan & Produk Lokal,0,0,2954767,"Jl. Pelaku Usaha No. 969, Semarang",0,1,3,1,-44332,76207
2025-03-05,Jajan Jadoel,6869427,16099417,3773874,11,F&B,1,9229990,0,"Jl. Pelaku Usaha No. 970, Jakarta",0,0,1,1,2543867,26778
2025-03-05,Lahan Asa,17527057,22942236,4296015,12,Properti & Kontraktor,1,5415179,0,"Jl. Pelaku Usaha No. 971, Semarang",0,1,7,1,1474898,13082
2025-03-05,Rumah Kita,19912455,28295506,1673217,8,Properti & Kontraktor,1,8383051,0,"Jl. Pelaku Usaha No. 972, Semarang",0,1,7,1,2301303,23391
2025-03-05,RumaRaya,10369900,18473513,3605003,10,Retail & Toko Serba Ada,1,8103613,0,"Jl. Pelaku Usaha No. 973, Makassar",0,0,8,1,2223265,22606
2025-03-05,Studio Karsa,17944257,21036546,2188355,14,Kreatif & Desain,1,3092289,0,"Jl. Pelaku Usaha No. 974, Bandung",1,1,5,0,810835,5431
2025-03-05,Teh & Cerita,1959183,9104389,3724814,9,F&B,1,7145206,0,"Jl. Pelaku Usaha No. 975, Makassar",0,1,1,1,1983635,19719
2025-03-05,Harga Loka,18581463,16973053,2964775,8,Retail & Toko Serba Ada,0,0,1608410,"Jl. Pelaku Usaha No. 976, Yogyakarta",0,0,8,1,-20662,29527
2025-03-05,Sehat Sentosa,18581771,15455770,3820901,10,Kesehatan & Kecantikan,0,0,3126001,"Jl. Pelaku Usaha No. 977, Yogyakarta",0,0,4,0,-46399,78115
2025-03-05,Pelita Cita,7129162,4307960,3764320,16,Pendidikan & Pelatihan,0,0,2821202,"Jl. Pelaku Usaha No. 978, Jakarta",0,1,6,1,-42082,70908
2025-03-05,Langit Busana,13768466,21324014,2914694,9,Fashion & Gaya Hidup,1,7555548,0,"Jl. Pelaku Usaha No. 979, Semarang",0,0,2,1,2075712,20756
2025-03-05,Tamasya Cerah,8838055,9972381,1269637,10,Travel & Pariwisata,1,1134326,0,"Jl. Pelaku Usaha No. 980, Semarang",0,0,9,0,267979,790
2025-03-05,Bimbingan Cerita,9220259,8387597,3446571,17,Pendidikan & Pelatihan,0,0,832662,"Jl. Pelaku Usaha No. 981, Yogyakarta",0,1,6,1,-8370,8205
2025-03-05,Kriya Kita,11345729,16625796,3653380,11,Kerajinan & Produk Lokal,1,5280067,0,"Jl. Pelaku Usaha No. 982, Surabaya",0,1,3,0,1447026,12840
2025-03-05,Sentra Loka,3302681,2919685,2217424,9,Kerajinan & Produk Lokal,0,0,382996,"Jl. Pelaku Usaha No. 983, Yogyakarta",0,1,3,1,-1812,1768
2025-03-05,Toko PastiAda,11330767,10656175,1558956,9,Retail & Toko Serba Ada,0,0,674592,"Jl. Pelaku Usaha No. 984, Medan",0,1,8,1,-4810,4486
2025-03-05,Bimbingan Cerita,18466716,25992376,4965351,19,Pendidikan & Pelatihan,1,7525660,0,"Jl. Pelaku Usaha No. 985, Semarang",0,0,6,0,2046777,20335
2025-03-05,Laras Care,1130443,8053781,4335835,8,Kesehatan & Kecantikan,1,6923338,0,"Jl. Pelaku Usaha No. 986, Bandung",0,0,4,0,1914354,18880
2025-03-05,Bimbingan Cerita,10861889,20600583,3036680,2,Pendidikan & Pelatihan,1,9738694,0,"Jl. Pelaku Usaha No. 987, Semarang",0,0,6,0,2690770,28461
2025-03-05,Rupa Sejiwa,14712499,23984739,1669497,10,Kesehatan & Kecantikan,1,9272240,0,"Jl. Pelaku Usaha No. 988, Semarang",0,1,4,0,2550605,26654
2025-03-05,NusaCloud,6342769,11784515,4218685,6,Digital & Teknologi,1,5441746,0,"Jl. Pelaku Usaha No. 989, Yogyakarta",1,0,0,1,1505694,13789
2025-03-05,Laras Care,15503920,11091535,3760798,9,Kesehatan & Kecantikan,0,0,4412385,"Jl. Pelaku Usaha No. 990, Surabaya",0,1,4,1,-67204,120192
2025-03-05,Jajan Jadoel,16951554,25483430,4497970,10,F&B,1,8531876,0,"Jl. Pelaku Usaha No. 991, Semarang",0,0,1,1,2347516,24143
2025-03-05,Jejak Digital,3119035,12439158,4169454,16,Digital & Teknologi,1,9320123,0,"Jl. Pelaku Usaha No. 992, Makassar",1,1,0,1,2581473,27360
2025-03-05,Hijab Pelita,4796715,4489673,2538063,8,Fashion & Gaya Hidup,0,0,307042,"Jl. Pelaku Usaha No. 993, Surabaya",0,0,2,1,6357,91
2025-03-05,Lini Rupa,12349500,12489810,758051,10,Fashion & Gaya Hidup,1,140310,0,"Jl. Pelaku Usaha No. 994, Bandung",0,0,2,1,53950,108
2025-03-05,Citra Akar,9796977,8218854,3354940,7,Kreatif & Desain,0,0,1578123,"Jl. Pelaku Usaha No. 995, Bandung",1,1,5,1,-22740,31484
2025-03-05,Warna Rasa,11426664,7220237,2436812,6,Kreatif & Desain,0,0,4206427,"Jl. Pelaku Usaha No. 996, Yogyakarta",1,1,5,0,-63925,115224
2025-03-05,Pelita Cita,16989477,24791389,3758650,13,Pendidikan & Pelatihan,1,7801912,0,"Jl. Pelaku Usaha No. 997, Yogyakarta",0,0,6,1,2131925,21396
2025-03-05,Hijab Pelita,11189624,8697621,3712960,10,Fashion & Gaya Hidup,0,0,2492003,"Jl. Pelaku Usaha No. 998, Medan",0,1,2,1,-36069,60304
2025-03-05,Laras Care,10534353,15326192,4252372,10,Kesehatan & Kecantikan,1,4791839,0,"Jl. Pelaku Usaha No. 999, Bandung",0,0,4,0,1313071,11031
2025-03-05,Kriya Kita,12254808,15154237,4392091,10,Kerajinan & Produk Lokal,1,2899429,0,"Jl. Pelaku Usaha No. 1000, Jakarta",0,1,3,1,776332,4411
2025-02-19,Rupa Nusantara,19894719,23444517,2845835,11,Kerajinan & Produk Lokal,1,3549798,0,"Jl. Pelaku Usaha No. 1001, Bandung",0,1,3,0,951357,6428
2025-02-19,IdeLokal,17755638,14656029,3699955,19,Kreatif & Desain,0,0,3099609,"Jl. Pelaku Usaha No. 1002, Jakarta",1,1,5,0,-45621,76878
2025-02-19,Jejak Digital,2917108,-126553,3369372,16,Digital & Teknologi,0,0,3043661,"Jl. Pelaku Usaha No. 1003, Makassar",1,1,0,1,-45158,78977
2025-02-19,Rupa Sejiwa,8151389,14961478,4708998,8,Kesehatan & Kecantikan,1,6810089,0,"Jl. Pelaku Usaha No. 1004, Semarang",0,0,4,0,1879079,18326
2025-02-19,Bangun Cerita,12143714,18377765,4326379,9,Properti & Kontraktor,1,6234051,0,"Jl. Pelaku Usaha No. 1005, Medan",0,0,7,1,1710329,16113
2025-02-19,Bangun Cerita,11342823,19275443,4516481,9,Properti & Kontraktor,1,7932620,0,"Jl. Pelaku Usaha No. 1006, Yogyakarta",0,1,7,1,2190196,22111
2025-02-19,Langgananku,3238299,6330752,2909902,10,Retail & Toko Serba Ada,1,3092453,0,"Jl. Pelaku Usaha No. 1007, Makassar",0,0,8,1,830760,4844
2025-02-19,Langgananku,1119061,-2072536,1604335,8,Retail & Toko Serba Ada,0,0,3191597,"Jl. Pelaku Usaha No. 1008, Makassar",0,0,8,1,-47001,83829
2025-02-19,Citra Akar,16607866,19167799,3803890,19,Kreatif & Desain,1,2559933,0,"Jl. Pelaku Usaha No. 1009, Bandung",1,0,5,0,655824,3059
2025-02-19,Kelas Rakyat,14984139,19992735,3299987,13,Pendidikan & Pelatihan,1,5008596,0,"Jl. Pelaku Usaha No. 1010, Makassar",0,1,6,1,1359841,11655
2025-02-19,CantikNusa,10304681,15760509,3300656,8,Kesehatan & Kecantikan,1,5455828,0,"Jl. Pelaku Usaha No. 1011, Jakarta",0,0,4,0,1500687,13422
2025-02-19,Teh & Cerita,13967629,12153127,1285930,9,F&B,0,0,1814502,"Jl. Pelaku Usaha No. 1012, Medan",0,0,1,1,-24275,39256
2025-02-19,BitNusa,18090850,18418959,3548442,6,Digital & Teknologi,1,328109,0,"Jl. Pelaku Usaha No. 1013, Semarang",1,1,0,1,81741,301
2025-02-19,Rumah Kita,9837944,11395338,3281021,10,Properti & Kontraktor,1,1557394,0,"Jl. Pelaku Usaha No. 1014, Makassar",0,1,7,1,384459,1252
2025-02-19,Kriya Kita,3354256,13077788,1688808,12,Kerajinan & Produk Lokal,1,9723532,0,"Jl. Pelaku Usaha No. 1015, Jakarta",0,1,3,0,2681223,28494
2025-02-19,Sehat Sentosa,8672921,6703335,2648730,8,Kesehatan & Kecantikan,0,0,1969586,"Jl. Pelaku Usaha No. 1016, Yogyakarta",0,0,4,0,-26566,43114
2025-02-19,Klinik Asa,7251842,15389194,3184206,10,Kesehatan & Kecantikan,1,8137352,0,"Jl. Pelaku Usaha No. 1017, Yogyakarta",0,1,4,0,2247136,22935
2025-02-19,Bentuk Cerita,10793794,8840285,4500369,20,Kreatif & Desain,0,0,1953509,"Jl. Pelaku Usaha No. 1018, Surabaya",1,1,5,0,-27858,41083
2025-02-19,Pelita Cita,7651566,12833591,2614949,5,Pendidikan & Pelatihan,1,5182025,0,"Jl. Pelaku Usaha No. 1019, Yogyakarta",0,0,6,1,1426791,12474
2025-02-19,Toko PastiAda,4905885,5295033,508825,10,Retail & Toko Serba Ada,1,389148,0,"Jl. Pelaku Usaha No. 1020, Yogyakarta",0,1,8,1,87606,239
2025-02-19,Warna Rasa,12535737,17838904,3483902,17,Kreatif & Desain,1,5303167,0,"Jl. Pelaku Usaha No. 1021, Bandung",1,0,5,0,1425492,12872
2025-02-19,Belanja Pintar,18398522,21740873,3849737,9,Retail & Toko Serba Ada,1,3342351,0,"Jl. Pelaku Usaha No. 1022, Medan",0,1,8,1,886648,5703
2025-02-19,Karya Warna,13230242,17237033,1598383,9,Kerajinan & Produk Lokal,1,4006791,0,"Jl. Pelaku Usaha No. 1023, Yogyakarta",0,1,3,1,1083449,8269
2025-02-19,Rupa Sejiwa,2012613,6760835,2508040,9,Kesehatan & Kecantikan,1,4748222,0,"Jl. Pelaku Usaha No. 1024, Surabaya",0,0,4,1,1301759,11023
2025-02-19,Langgananku,9606985,15796522,4618220,9,Retail & Toko Serba Ada,1,6189537,0,"Jl. Pelaku Usaha No. 1025, Jakarta",0,1,8,1,1702566,16077
2025-02-19,RumaRaya,15471190,11844477,2197419,10,Retail & Toko Serba Ada,0,0,3626713,"Jl. Pelaku Usaha No. 1026, Jakarta",0,0,8,1,-54299,95212
2025-02-19,Klinik Asa,19878582,24953507,1931113,9,Kesehatan & Kecantikan,1,5074925,0,"Jl. Pelaku Usaha No. 1027, Makassar",0,0,4,1,1380965,11776
2025-02-19,Jajan Jadoel,15681377,15273623,3039630,9,F&B,0,0,407754,"Jl. Pelaku Usaha No. 1028, Surabaya",0,0,1,1,155,656
2025-02-19,Hijab Pelita,16698320,24639286,3327164,9,Fashion & Gaya Hidup,1,7940966,0,"Jl. Pelaku Usaha No. 1029, Surabaya",0,1,2,1,2190420,22093
2025-02-19,Citra Akar,11727143,15458712,1552911,8,Kreatif & Desain,1,3731569,0,"Jl. Pelaku Usaha No. 1030, Medan",1,1,5,1,997812,7900
2025-02-19,Jalan Jelajah,10106427,6046226,2150765,9,Travel & Pariwisata,0,0,4060201,"Jl. Pelaku Usaha No. 1031, Medan",0,1,9,0,-61939,110936
2025-02-19,Lahan Asa,19173101,18443631,2061634,8,Properti & Kontraktor,0,0,729470,"Jl. Pelaku Usaha No. 1032, Makassar",0,1,7,1,-4940,4597
2025-02-19,Laras Care,4845475,1693778,1543581,8,Kesehatan & Kecantikan,0,0,3151697,"Jl. Pelaku Usaha No. 1033, Jakarta",0,0,4,0,-46724,82952
2025-02-19,Harga Loka,9623146,9459667,4028385,8,Retail & Toko Serba Ada,0,0,163479,"Jl. Pelaku Usaha No. 1034, Jakarta",0,0,8,1,15530,55
2025-02-19,Sambal Senja,12763168,10159016,1323944,9,F&B,0,0,2604152,"Jl. Pelaku Usaha No. 1035, Bandung",0,0,1,1,-37697,64929
2025-02-19,Koding Karya,9936148,11269403,3518985,9,Digital & Teknologi,1,1333255,0,"Jl. Pelaku Usaha No. 1036, Semarang",1,0,0,1,334257,1102
2025-02-19,NusaTrip,6880964,16029554,3570044,9,Travel & Pariwisata,1,9148590,0,"Jl. Pelaku Usaha No. 1037, Jakarta",0,1,9,0,2524497,26374
2025-02-19,Pelita Cita,4113191,14037422,2633396,15,Pendidikan & Pelatihan,1,9924231,0,"Jl. Pelaku Usaha No. 1038, Makassar",0,1,6,1,2730004,29081
2025-02-19,Langkah Loka,19238617,28152047,2812805,9,Travel & Pariwisata,1,8913430,0,"Jl. Pelaku Usaha No. 1039, Yogyakarta",0,1,9,0,2447878,25227
2025-02-19,Bumi Perca,5380502,13621023,4109511,10,Fashion & Gaya Hidup,1,8240521,0,"Jl. Pelaku Usaha No. 1040, Medan",0,1,2,1,2282238,23422
2025-02-19,Jajan Jadoel,8242164,5730115,4929659,11,F&B,0,0,2512049,"Jl. Pelaku Usaha No. 1041, Makassar",0,1,1,1,-36722,60580
2025-02-19,Jejak Digital,6695534,13222348,2074606,4,Digital & Teknologi,1,6526814,0,"Jl. Pelaku Usaha No. 1042, Jakarta",1,0,0,1,1811101,17626
2025-02-19,Bumi Perca,6025167,15478189,3703921,8,Fashion & Gaya Hidup,1,9453022,0,"Jl. Pelaku Usaha No. 1043, Bandung",0,0,2,1,2610547,27601
2025-02-19,Hijab Pelita,10097105,14774760,3927673,10,Fashion & Gaya Hidup,1,4677655,0,"Jl. Pelaku Usaha No. 1044, Surabaya",0,0,2,1,1283065,10672
2025-02-19,Rancak Raya,15300372,21222256,2872079,9,Fashion & Gaya Hidup,1,5921884,0,"Jl. Pelaku Usaha No. 1045, Semarang",0,0,2,1,1624050,15004
2025-02-19,Kelas Rakyat,13221846,18128711,1584736,6,Pendidikan & Pelatihan,1,4906865,0,"Jl. Pelaku Usaha No. 1046, Yogyakarta",0,0,6,1,1339196,11308
2025-02-19,Jalan Jelajah,17582500,12671751,2915285,10,Travel & Pariwisata,0,0,4910749,"Jl. Pelaku Usaha No. 1047, Jakarta",0,0,9,0,-77531,136705
2025-02-19,Rasa Pagi,15217616,23687494,4049401,8,F&B,1,8469878,0,"Jl. Pelaku Usaha No. 1048, Medan",0,1,1,1,2343091,24039
2025-02-19,Tamasya Cerah,9140203,18395119,4018801,10,Travel & Pariwisata,1,9254916,0,"Jl. Pelaku Usaha No. 1049, Medan",0,0,9,0,2542699,26637
2025-02-19,Kriya Kita,8395354,6854654,1676873,8,Kerajinan & Produk Lokal,0,0,1540700,"Jl. Pelaku Usaha No. 1050, Jakarta",0,0,3,0,-19438,30443
2025-02-19,Studio Karsa,16808401,12920669,706469,14,Kreatif & Desain,0,0,3887732,"Jl. Pelaku Usaha No. 1051, Jakarta",1,1,5,0,-58645,105412
2025-02-19,NusaTrip,16119489,13188907,4319965,8,Travel & Pariwisata,0,0,2930582,"Jl. Pelaku Usaha No. 1052, Medan",0,0,9,0,-43246,71339
2025-02-19,Lini Rupa,7898728,13227490,828734,10,Fashion & Gaya Hidup,1,5328762,0,"Jl. Pelaku Usaha No. 1053, Jakarta",0,0,2,1,1455439,12973
2025-02-19,Dapur Loka,6549688,10977682,1771246,12,F&B,1,4427994,0,"Jl. Pelaku Usaha No. 1054, Bandung",0,0,1,1,1207087,9759
2025-02-19,Bimbingan Cerita,1033993,-2887833,4115176,13,Pendidikan & Pelatihan,0,0,3921826,"Jl. Pelaku Usaha No. 1055, Bandung",0,0,6,1,-60630,105968
2025-02-19,Koding Karya,4768715,6460989,4934702,19,Digital & Teknologi,1,1692274,0,"Jl. Pelaku Usaha No. 1056, Semarang",1,1,0,1,435798,1580
2025-02-19,Kelas Rakyat,18486309,22876154,2113132,18,Pendidikan & Pelatihan,1,4389845,0,"Jl. Pelaku Usaha No. 1057, Semarang",0,1,6,0,1174212,9243
2025-02-19,Data Cerah,3549468,11353042,2252869,14,Digital & Teknologi,1,7803574,0,"Jl. Pelaku Usaha No. 1058, Surabaya",1,1,0,1,2154279,22137
2025-02-19,Lahan Asa,16109934,12065696,1556535,10,Properti & Kontraktor,0,0,4044238,"Jl. Pelaku Usaha No. 1059, Bandung",0,1,7,1,-61076,109908
2025-02-19,Tamasya Cerah,10979224,8686761,4971269,10,Travel & Pariwisata,0,0,2292463,"Jl. Pelaku Usaha No. 1060, Surabaya",0,1,9,0,-33294,52038
2025-02-19,Kriya Kita,17346850,14531970,581086,11,Kerajinan & Produk Lokal,0,0,2814880,"Jl. Pelaku Usaha No. 1061, Semarang",0,0,3,0,-41106,71263
2025-02-19,IdeLokal,5918184,3502743,3234535,20,Kreatif & Desain,0,0,2415441,"Jl. Pelaku Usaha No. 1062, Medan",1,1,5,0,-35238,57796
2025-02-19,Karya Warna,6592723,5487982,708848,9,Kerajinan & Produk Lokal,0,0,1104741,"Jl. Pelaku Usaha No. 1063, Semarang",0,1,3,1,-13465,19723
2025-02-19,Langkah Cerah,13860409,13088409,1233855,20,Pendidikan & Pelatihan,0,0,772000,"Jl. Pelaku Usaha No. 1064, Yogyakarta",0,1,6,0,-7150,7192
2025-02-19,Tata Griya,6909556,2242510,2687289,8,Properti & Kontraktor,0,0,4667046,"Jl. Pelaku Usaha No. 1065, Semarang",0,1,7,1,-72436,130953
2025-02-19,Jalan Jelajah,10674197,18700824,885222,9,Travel & Pariwisata,1,8026627,0,"Jl. Pelaku Usaha No. 1066, Yogyakarta",0,1,9,0,2202972,22280
2025-02-19,Sambal Senja,8839049,10421577,3084525,9,F&B,1,1582528,0,"Jl. Pelaku Usaha No. 1067, Makassar",0,1,1,1,401717,1332
2025-02-19,Tata Griya,6766756,2468024,2232382,12,Properti & Kontraktor,0,0,4298732,"Jl. Pelaku Usaha No. 1068, Semarang",0,1,7,1,-66066,119304
2025-02-19,NusaCloud,3855234,12804960,755860,8,Digital & Teknologi,1,8949726,0,"Jl. Pelaku Usaha No. 1069, Jakarta",1,0,0,1,2474011,26023
2025-02-19,BitNusa,1765273,814326,4849097,10,Digital & Teknologi,0,0,950947,"Jl. Pelaku Usaha No. 1070, Surabaya",1,0,0,1,-11591,12169
2025-02-19,Rancak Raya,2933302,7906949,1805395,10,Fashion & Gaya Hidup,1,4973647,0,"Jl. Pelaku Usaha No. 1071, Surabaya",0,0,2,1,1362731,11837
2025-02-19,Lahan Asa,8610069,11279256,3494377,11,Properti & Kontraktor,1,2669187,0,"Jl. Pelaku Usaha No. 1072, Yogyakarta",0,0,7,1,706814,3307
2025-02-19,Sambal Senja,1679368,3918390,3381675,9,F&B,1,2239022,0,"Jl. Pelaku Usaha No. 1073, Medan",0,0,1,1,600077,2199
2025-02-19,Studio Karsa,19969585,28141097,2915250,8,Kreatif & Desain,1,8171512,0,"Jl. Pelaku Usaha No. 1074, Semarang",1,0,5,1,2247974,22870
2025-02-19,Hijab Pelita,17446230,13124109,2340158,9,Fashion & Gaya Hidup,0,0,4322121,"Jl. Pelaku Usaha No. 1075, Medan",0,0,2,1,-66622,118577
