tanggal,namaBisnis,modal,pemasukan,pengeluaran,jamOperasional,jenisBisnis,status,keuntungan,kerugian,bisnisAddress,isDigital,hasWebsite
2025-09-18,Koding Karya,6591167.48,3930119.1,1630330.76,14,Digital & Teknologi,0,0.0,2661048.38,"Jl. Pelaku Usaha No. 569, Bengkulu",True,True
2025-09-18,Dapur Loka,11978885.71,12199514.81,1718925.66,12,F&B,1,220629.1,0.0,"Jl. Pelaku Usaha No. 570, Pontianak",False,False
2025-09-18,Warna Rasa,8433594.71,12942075.45,3838421.54,18,Kreatif & Desain,1,4508480.74,0.0,"Jl. Pelaku Usaha No. 571, Yogyakarta",True,False
2025-09-18,Dapur Loka,14086018.65,23334662.66,3839934.14,12,F&B,1,9248644.01,0.0,"Jl. Pelaku Usaha No. 572, Gorontalo",False,True
2025-09-18,Bimbingan Cerita,9944179.47,18445446.35,2629607.64,7,Pendidikan & Pelatihan,1,8501266.88,0.0,"Jl. Pelaku Usaha No. 573, Tarakan",False,True
2025-09-18,CantikNusa,12968991.87,17052168.94,4216766.76,9,Kesehatan & Kecantikan,1,4083177.07,0.0,"Jl. Pelaku Usaha No. 574, Bekasi",False,False
2025-09-18,Belanja Pintar,16037942.35,18204913.49,2630330.85,8,Retail & Toko Serba Ada,1,2166971.14,0.0,"Jl. Pelaku Usaha No. 575, Kediri",False,False
2025-09-18,Toko PastiAda,19072426.45,17204094.1,2431543.12,8,Retail & Toko Serba Ada,0,0.0,1868332.35,"Jl. Pelaku Usaha No. 576, Tarakan",False,False
2025-09-18,Jajan Jadoel,3395298.73,7545312.23,783782.02,11,F&B,1,4150013.5,0.0,"Jl. Pelaku Usaha No. 577, Tangerang Selatan",False,False
2025-09-18,Kriya Kita,12298981.14,9580716.05,3547944.6,12,Kerajinan & Produk Lokal,0,0.0,2718265.09,"Jl. Pelaku Usaha No. 578, Pekanbaru",False,True
2025-09-18,Langgananku,14641070.41,15164556.3,2897073.93,9,Retail & Toko Serba Ada,1,523485.89,0.0,"Jl. Pelaku Usaha No. 579, Pematangsiantar",False,False
2025-09-18,Sentra Loka,4295016.51,1974221.72,2616917.81,8,Kerajinan & Produk Lokal,0,0.0,2320794.79,"Jl. Pelaku Usaha No. 580, Jakarta Pusat",False,True
2025-09-18,Tamasya Cerah,6710689.76,9015547.93,3071710.26,8,Travel & Pariwisata,1,2304858.17,0.0,"Jl. Pelaku Usaha No. 581, Bandar Lampung",False,False
2025-09-18,Lini Rupa,9618773.84,15959605.64,3348518.14,9,Fashion & Gaya Hidup,1,6340831.8,0.0,"Jl. Pelaku Usaha No. 582, Madiun",False,False
2025-09-18,Rancang Sejahtera,10368893.21,7775279.72,4016154.9,10,Properti & Kontraktor,0,0.0,2593613.49,"Jl. Pelaku Usaha No. 583, Batu",False,False
2025-09-18,Langit Busana,7931752.73,13084637.76,1377085.03,10,Fashion & Gaya Hidup,1,5152885.03,0.0,"Jl. Pelaku Usaha No. 584, Cimahi",False,False
2025-09-18,Data Cerah,14359731.0,11982158.61,1463074.38,6,Digital & Teknologi,0,0.0,2377572.39,"Jl. Pelaku Usaha No. 585, Gorontalo",True,False
2025-09-18,Harga Loka,13596295.59,17418959.24,1058576.37,8,Retail & Toko Serba Ada,1,3822663.65,0.0,"Jl. Pelaku Usaha No. 586, Padang",False,True
2025-09-18,Toko PastiAda,7346410.74,7560402.92,2385139.19,8,Retail & Toko Serba Ada,1,213992.18,0.0,"Jl. Pelaku Usaha No. 587, Banjar",False,True
2025-09-18,Kriya Kita,4766528.87,7996654.74,2671273.57,10,Kerajinan & Produk Lokal,1,3230125.87,0.0,"Jl. Pelaku Usaha No. 588, Pekanbaru",False,False
2025-09-18,Klinik Asa,17476027.37,21005746.62,1602217.91,9,Kesehatan & Kecantikan,1,3529719.25,0.0,"Jl. Pelaku Usaha No. 589, Kendari",False,False
2025-09-18,Koding Karya,11985182.12,20993356.25,2386215.15,4,Digital & Teknologi,1,9008174.13,0.0,"Jl. Pelaku Usaha No. 590, Palembang",True,False
2025-09-18,Harga Loka,2051977.62,11873060.72,1329503.82,9,Retail & Toko Serba Ada,1,9821083.1,0.0,"Jl. Pelaku Usaha No. 591, Jakarta",False,False
2025-09-18,Warna Rasa,3676265.03,-1230554.01,3613374.54,5,Kreatif & Desain,0,0.0,4906819.04,"Jl. Pelaku Usaha No. 592, Sorong",True,False
2025-09-18,Jejak Digital,7773838.58,8734625.9,938156.94,19,Digital & Teknologi,1,960787.32,0.0,"Jl. Pelaku Usaha No. 593, Banjarmasin",True,True
2025-09-18,Harga Loka,18078839.32,15738195.43,4069101.39,8,Retail & Toko Serba Ada,0,0.0,2340643.89,"Jl. Pelaku Usaha No. 594, Palu",False,True
2025-09-18,Tata Griya,13433113.87,13658926.41,965979.86,9,Properti & Kontraktor,1,225812.54,0.0,"Jl. Pelaku Usaha No. 595, Palembang",False,False
2025-09-18,Laras Care,15665482.01,20184921.88,1142725.52,9,Kesehatan & Kecantikan,1,4519439.87,0.0,"Jl. Pelaku Usaha No. 596, Mataram",False,False
2025-09-18,Klinik Asa,5532212.09,4535313.75,4070262.09,9,Kesehatan & Kecantikan,0,0.0,996898.34,"Jl. Pelaku Usaha No. 597, Banjarbaru",False,False
2025-09-18,BitNusa,9617621.02,18630593.81,4661028.17,18,Digital & Teknologi,1,9012972.79,0.0,"Jl. Pelaku Usaha No. 598, Padang Sidempuan",True,False
2025-09-18,Langgananku,1960309.06,5975257.98,4618601.44,8,Retail & Toko Serba Ada,1,4014948.92,0.0,"Jl. Pelaku Usaha No. 599, Pasuruan",False,True
2025-09-18,Rasa Pagi,5526497.22,13940236.31,2968814.47,8,F&B,1,8413739.09,0.0,"Jl. Pelaku Usaha No. 600, Pekanbaru",False,True
2025-10-02,Teh & Cerita,17346240.02,15337269.09,759539.69,9,F&B,0,0.0,2008970.93,"Jl. Pelaku Usaha No. 601, Jakarta Pusat",False,True
2025-10-02,Loka Bambu,7343605.15,16046885.82,3581136.49,8,Kerajinan & Produk Lokal,1,8703280.67,0.0,"Jl. Pelaku Usaha No. 602, Bogor",False,True
2025-10-02,Sentra Loka,12750868.41,10246609.54,3001632.54,8,Kerajinan & Produk Lokal,0,0.0,2504258.87,"Jl. Pelaku Usaha No. 603, Surabaya",False,True
2025-10-02,Hijab Pelita,14203021.85,13621579.35,606053.26,10,Fashion & Gaya Hidup,0,0.0,581442.5,"Jl. Pelaku Usaha No. 604, Singkawang",False,True
2025-10-02,Lini Rupa,15583651.65,16063827.31,4978163.49,8,Fashion & Gaya Hidup,1,480175.66,0.0,"Jl. Pelaku Usaha No. 605, Bandung",False,False
2025-10-02,Rumah Kita,17275454.12,20619294.57,1088417.74,10,Properti & Kontraktor,1,3343840.45,0.0,"Jl. Pelaku Usaha No. 606, Padang",False,True
2025-10-02,Pelita Cita,2831243.87,8195192.92,3999284.89,8,Pendidikan & Pelatihan,1,5363949.05,0.0,"Jl. Pelaku Usaha No. 607, Padang Sidempuan",False,True
2025-10-02,Rupa Sejiwa,12727564.67,16698354.76,4620351.85,10,Kesehatan & Kecantikan,1,3970790.09,0.0,"Jl. Pelaku Usaha No. 608, Bogor",False,False
2025-10-02,Langkah Loka,14318969.44,19386479.29,1709373.11,10,Travel & Pariwisata,1,5067509.85,0.0,"Jl. Pelaku Usaha No. 609, Kupang",False,True
2025-10-02,Belanja Pintar,7675823.13,12156520.61,2806174.52,9,Retail & Toko Serba Ada,1,4480697.48,0.0,"Jl. Pelaku Usaha No. 610, Jambi",False,True
2025-10-02,Bangun Cerita,13392438.36,20859372.19,1410712.5,12,Properti & Kontraktor,1,7466933.83,0.0,"Jl. Pelaku Usaha No. 611, Salatiga",False,False
2025-10-02,IdeLokal,17790774.35,18634631.39,1857859.05,7,Kreatif & Desain,1,843857.04,0.0,"Jl. Pelaku Usaha No. 612, Depok",True,False
2025-10-02,Rancak Raya,2917469.81,8071287.15,2643078.39,9,Fashion & Gaya Hidup,1,5153817.34,0.0,"Jl. Pelaku Usaha No. 613, Lhokseumawe",False,True
2025-10-02,Bentuk Cerita,7765077.16,5747249.8,4345886.02,12,Kreatif & Desain,0,0.0,2017827.36,"Jl. Pelaku Usaha No. 614, Palembang",True,True
2025-10-02,Sentra Loka,15565154.38,12121767.35,594804.87,10,Kerajinan & Produk Lokal,0,0.0,3443387.03,"Jl. Pelaku Usaha No. 615, Lubuk Linggau",False,False
2025-10-02,Jejak Digital,3117568.02,-481623.69,1730033.52,10,Digital & Teknologi,0,0.0,3599191.71,"Jl. Pelaku Usaha No. 616, Kendari",True,True
2025-10-02,Asa Cendekia,15455589.62,11463383.17,1393002.19,2,Pendidikan & Pelatihan,0,0.0,3992206.45,"Jl. Pelaku Usaha No. 617, Bandar Lampung",False,False
2025-10-02,Lahan Asa,3652398.92,7505582.31,3552445.52,9,Properti & Kontraktor,1,3853183.39,0.0,"Jl. Pelaku Usaha No. 618, Padang",False,True
2025-10-02,Rasa Pagi,14145991.46,11728998.7,1850709.44,12,F&B,0,0.0,2416992.76,"Jl. Pelaku Usaha No. 619, Bandung",False,True
2025-10-02,Rancang Sejahtera,11036969.66,20583517.13,1983256.71,12,Properti & Kontraktor,1,9546547.47,0.0,"Jl. Pelaku Usaha No. 620, Jakarta Timur",False,True
2025-10-02,Sehat Sentosa,14980121.2,23594909.26,1038263.49,8,Kesehatan & Kecantikan,1,8614788.06,0.0,"Jl. Pelaku Usaha No. 621, Mataram",False,True
2025-10-02,Langkah Cerah,13872536.53,21174806.62,4186048.15,20,Pendidikan & Pelatihan,1,7302270.09,0.0,"Jl. Pelaku Usaha No. 622, Bekasi",False,True
2025-10-02,Bangun Cerita,3296439.58,-1618103.09,639914.72,10,Properti & Kontraktor,0,0.0,4914542.67,"Jl. Pelaku Usaha No. 623, Probolinggo",False,True
2025-10-02,CantikNusa,13536777.21,12347827.54,4833545.84,10,Kesehatan & Kecantikan,0,0.0,1188949.67,"Jl. Pelaku Usaha No. 624, Malang",False,True
2025-10-02,Bimbingan Cerita,8322491.45,5941729.38,675886.21,5,Pendidikan & Pelatihan,0,0.0,2380762.07,"Jl. Pelaku Usaha No. 625, Balikpapan",False,False
2025-10-02,Jejak Digital,10086775.65,10406934.91,4863041.84,17,Digital & Teknologi,1,320159.26,0.0,"Jl. Pelaku Usaha No. 626, Gorontalo",True,False
2025-10-02,Rasa Pagi,10806515.88,19034421.66,3119181.11,10,F&B,1,8227905.78,0.0,"Jl. Pelaku Usaha No. 627, Manado",False,False
2025-10-02,Langkah Loka,11375279.29,8020714.91,2718092.65,9,Travel & Pariwisata,0,0.0,3354564.38,"Jl. Pelaku Usaha No. 628, Jakarta Timur",False,False
2025-10-02,RumaRaya,17197136.35,12409533.4,4142242.56,9,Retail & Toko Serba Ada,0,0.0,4787602.95,"Jl. Pelaku Usaha No. 629, Batu",False,False
2025-10-02,Sentra Loka,7301164.13,10399740.47,937174.41,8,Kerajinan & Produk Lokal,1,3098576.34,0.0,"Jl. Pelaku Usaha No. 630, Salatiga",False,False
2025-10-02,Studio Karsa,10545401.84,16656717.9,658400.53,19,Kreatif & Desain,1,6111316.06,0.0,"Jl. Pelaku Usaha No. 631, Bitung",True,True
2025-10-02,Rupa Nusantara,1676827.21,-861362.76,4280205.21,10,Kerajinan & Produk Lokal,0,0.0,2538189.97,"Jl. Pelaku Usaha No. 632, Padang Sidempuan",False,False
2025-10-02,Hijab Pelita,16115297.13,23579929.36,2855601.14,8,Fashion & Gaya Hidup,1,7464632.23,0.0,"Jl. Pelaku Usaha No. 633, Pangkalpinang",False,False
2025-10-02,Bentuk Cerita,7926565.84,7794158.09,1392506.62,3,Kreatif & Desain,0,0.0,132407.75,"Jl. Pelaku Usaha No. 634, Kendari",True,True
2025-10-02,Lahan Asa,3175098.87,-1315377.86,4822252.45,12,Properti & Kontraktor,0,0.0,4490476.73,"Jl. Pelaku Usaha No. 635, Jakarta Selatan",False,True
2025-10-02,Lahan Asa,18196850.22,14340747.35,1232535.61,10,Properti & Kontraktor,0,0.0,3856102.87,"Jl. Pelaku Usaha No. 636, Medan",False,True
2025-10-02,Kriya Kita,10119683.64,17452726.59,2138097.46,9,Kerajinan & Produk Lokal,1,7333042.95,0.0,"Jl. Pelaku Usaha No. 637, Kediri",False,True
2025-10-02,Citra Akar,8905840.3,7676462.07,1098871.56,17,Kreatif & Desain,0,0.0,1229378.23,"Jl. Pelaku Usaha No. 638, Palembang",True,True
2025-10-02,Asa Cendekia,3344544.93,3977402.16,4923252.92,1,Pendidikan & Pelatihan,1,632857.23,0.0,"Jl. Pelaku Usaha No. 639, Jakarta Barat",False,False
2025-10-02,Bimbingan Cerita,19263306.92,16483019.57,1257948.57,18,Pendidikan & Pelatihan,0,0.0,2780287.35,"Jl. Pelaku Usaha No. 640, Jambi",False,True
2025-10-02,Sambal Senja,12291686.94,19978780.87,3120573.84,12,F&B,1,7687093.93,0.0,"Jl. Pelaku Usaha No. 641, Lubuk Linggau",False,False
2025-10-02,Citra Akar,10740935.21,12335489.05,1684829.15,2,Kreatif & Desain,1,1594553.84,0.0,"Jl. Pelaku Usaha No. 642, Jakarta",True,False
2025-10-02,Langkah Cerah,5487806.15,6635953.65,4147397.87,6,Pendidikan & Pelatihan,1,1148147.5,0.0,"Jl. Pelaku Usaha No. 643, Cirebon",False,False
2025-10-02,Jajan Jadoel,8397540.76,12786490.61,2028002.68,8,F&B,1,4388949.85,0.0,"Jl. Pelaku Usaha No. 644, Malang",False,True
2025-10-02,Rasa Pagi,9332577.25,5728580.19,1140987.41,11,F&B,0,0.0,3603997.06,"Jl. Pelaku Usaha No. 645, Padang Sidempuan",False,True
2025-10-02,Pelita Cita,2826936.0,10155854.7,4066812.79,4,Pendidikan & Pelatihan,1,7328918.7,0.0,"Jl. Pelaku Usaha No. 646, Cilegon",False,False
2025-10-02,Sentra Loka,6038952.84,8724902.17,1040265.89,11,Kerajinan & Produk Lokal,1,2685949.33,0.0,"Jl. Pelaku Usaha No. 647, Jayapura",False,True
2025-10-02,NusaCloud,17285664.17,17016246.26,4795535.54,8,Digital & Teknologi,0,0.0,269417.91,"Jl. Pelaku Usaha No. 648, Gorontalo",True,False
2025-10-02,Laras Care,19978154.41,18627854.23,1229415.59,8,Kesehatan & Kecantikan,0,0.0,1350300.18,"Jl. Pelaku Usaha No. 649, Binjai",False,False
2025-10-02,NusaTrip,18539789.98,16493404.76,1364069.22,10,Travel & Pariwisata,0,0.0,2046385.22,"Jl. Pelaku Usaha No. 650, Jakarta Barat",False,False
2025-10-02,Karya Warna,9636441.29,16026980.15,4403106.2,11,Kerajinan & Produk Lokal,1,6390538.86,0.0,"Jl. Pelaku Usaha No. 651, Lhokseumawe",False,True
2025-10-02,Tamasya Cerah,13519446.34,22814035.32,2253850.01,8,Travel & Pariwisata,1,9294588.98,0.0,"Jl. Pelaku Usaha No. 652, Makassar",False,False
2025-10-02,Asa Cendekia,14981819.22,24788856.04,2752212.39,18,Pendidikan & Pelatihan,1,9807036.82,0.0,"Jl. Pelaku Usaha No. 653, Tangerang",False,False
2025-10-02,Jalan Jelajah,10030135.58,11230025.09,2505040.33,9,Travel & Pariwisata,1,1199889.51,0.0,"Jl. Pelaku Usaha No. 654, Padang Sidempuan",False,False
2025-10-02,Tata Griya,17464273.74,17513405.38,2111881.0,10,Properti & Kontraktor,1,49131.64,0.0,"Jl. Pelaku Usaha No. 655, Yogyakarta",False,True
2025-10-02,Data Cerah,19693459.81,18221309.73,609401.57,13,Digital & Teknologi,0,0.0,1472150.08,"Jl. Pelaku Usaha No. 656, Denpasar",True,False
2025-10-02,NusaCloud,9711510.16,6384060.48,4018115.86,19,Digital & Teknologi,0,0.0,3327449.68,"Jl. Pelaku Usaha No. 657, Serang",True,False
2025-10-02,Data Cerah,4248349.0,5656497.72,3656278.9,12,Digital & Teknologi,1,1408148.72,0.0,"Jl. Pelaku Usaha No. 658, Tarakan",True,False
2025-10-02,Kriya Kita,17560334.1,27085141.52,2343390.98,10,Kerajinan & Produk Lokal,1,9524807.42,0.0,"Jl. Pelaku Usaha No. 659, Cirebon",False,False
2025-10-02,Data Cerah,17488410.0,17225822.18,2376864.34,8,Digital & Teknologi,0,0.0,262587.82,"Jl. Pelaku Usaha No. 660, Tarakan",True,False
2025-10-02,Teh & Cerita,12341116.91,16023462.04,3476394.94,9,F&B,1,3682345.13,0.0,"Jl. Pelaku Usaha No. 661, Tarakan",False,True
2025-10-02,Asa Cendekia,8437165.67,9646629.45,4540742.9,9,Pendidikan & Pelatihan,1,1209463.78,0.0,"Jl. Pelaku Usaha No. 662, Bitung",False,True
2025-10-02,Jejak Digital,11997055.73,16271238.58,4904246.02,7,Digital & Teknologi,1,4274182.85,0.0,"Jl. Pelaku Usaha No. 663, Pontianak",True,False
2025-10-02,Toko PastiAda,10277660.7,17559251.21,1028939.08,10,Retail & Toko Serba Ada,1,7281590.51,0.0,"Jl. Pelaku Usaha No. 664, Gorontalo",False,True
2025-10-02,Loka Bambu,14514826.27,14016519.24,771590.23,9,Kerajinan & Produk Lokal,0,0.0,498307.03,"Jl. Pelaku Usaha No. 665, Tanjungpinang",False,False
2025-10-02,Hijab Pelita,3592406.65,11165688.03,3528792.41,8,Fashion & Gaya Hidup,1,7573281.38,0.0,"Jl. Pelaku Usaha No. 666, Surabaya",False,False
2025-10-02,CantikNusa,11336718.56,19401020.34,3079762.25,10,Kesehatan & Kecantikan,1,8064301.78,0.0,"Jl. Pelaku Usaha No. 667, Singkawang",False,False
2025-10-02,Rancang Sejahtera,13815339.58,11363825.3,1412724.05,9,Properti & Kontraktor,0,0.0,2451514.28,"Jl. Pelaku Usaha No. 668, Pekanbaru",False,True
2025-10-02,Rumah Kita,11855327.45,9650434.67,2811783.69,11,Properti & Kontraktor,0,0.0,2204892.78,"Jl. Pelaku Usaha No. 669, Lubuk Linggau",False,True
2025-10-02,Rupa Sejiwa,10188330.95,17992838.66,574535.44,9,Kesehatan & Kecantikan,1,7804507.71,0.0,"Jl. Pelaku Usaha No. 670, Probolinggo",False,False
2025-10-02,Langit Busana,14849612.98,16918334.83,3864172.71,10,Fashion & Gaya Hidup,1,2068721.85,0.0,"Jl. Pelaku Usaha No. 671, Dumai",False,True
2025-10-02,Rasa Pagi,19313914.78,20414309.07,3382000.61,8,F&B,1,1100394.29,0.0,"Jl. Pelaku Usaha No. 672, Jambi",False,True
2025-10-02,Rancak Raya,12574986.92,17800813.74,4052660.34,10,Fashion & Gaya Hidup,1,5225826.82,0.0,"Jl. Pelaku Usaha No. 673, Surakarta",False,False
2025-10-02,Dapur Loka,12860987.44,19052959.09,1656508.73,10,F&B,1,6191971.65,0.0,"Jl. Pelaku Usaha No. 674, Cirebon",False,True
2025-10-02,Loka Bambu,1830303.02,8721515.32,1393190.74,11,Kerajinan & Produk Lokal,1,6891212.3,0.0,"Jl. Pelaku Usaha No. 675, Serang",False,False
2025-10-02,Langgananku,15149667.77,21639126.39,3816931.18,10,Retail & Toko Serba Ada,1,6489458.62,0.0,"Jl. Pelaku Usaha No. 676, Denpasar",False,False
2025-10-02,NusaTrip,6372229.41,11228460.03,1923269.1,9,Travel & Pariwisata,1,4856230.62,0.0,"Jl. Pelaku Usaha No. 677, Jakarta Timur",False,False
2025-10-02,Kelas Rakyat,16945753.71,19844459.06,1810530.84,7,Pendidikan & Pelatihan,1,2898705.35,0.0,"Jl. Pelaku Usaha No. 678, Mataram",False,False
2025-10-02,Langkah Cerah,2303467.12,9167903.81,800301.69,18,Pendidikan & Pelatihan,1,6864436.69,0.0,"Jl. Pelaku Usaha No. 679, Palangka Raya",False,False
2025-10-02,Jejak Digital,5939441.04,10078657.09,4971255.66,8,Digital & Teknologi,1,4139216.05,0.0,"Jl. Pelaku Usaha No. 680, Bandar Lampung",True,False
2025-10-02,Jalan Jelajah,9044798.86,12334974.89,4863315.41,8,Travel & Pariwisata,1,3290176.03,0.0,"Jl. Pelaku Usaha No. 681, Salatiga",False,True
2025-10-02,Toko PastiAda,4917490.29,8933431.44,1417698.58,9,Retail & Toko Serba Ada,1,4015941.15,0.0,"Jl. Pelaku Usaha No. 682, Mataram",False,False
2025-10-02,Rupa Nusantara,13469619.24,19547010.86,1133351.07,8,Kerajinan & Produk Lokal,1,6077391.62,0.0,"Jl. Pelaku Usaha No. 683, Banjarbaru",False,True
2025-10-02,Tamasya Cerah,7752807.1,11911102.39,3146659.66,9,Travel & Pariwisata,1,4158295.29,0.0,"Jl. Pelaku Usaha No. 684, Cilegon",False,True
2025-10-02,Harga Loka,13191650.78,10107176.5,4648015.3,9,Retail & Toko Serba Ada,0,0.0,3084474.28,"Jl. Pelaku Usaha No. 685, Madiun",False,False
2025-10-02,Rancang Sejahtera,19208577.33,16884492.68,2494812.38,12,Properti & Kontraktor,0,0.0,2324084.65,"Jl. Pelaku Usaha No. 686, Lubuk Linggau",False,True
2025-10-02,Dapur Loka,2295467.28,1804203.19,2658083.05,10,F&B,0,0.0,491264.09,"Jl. Pelaku Usaha No. 687, Jakarta Timur",False,False
2025-10-02,Belanja Pintar,2288219.18,10268808.09,954834.17,9,Retail & Toko Serba Ada,1,7980588.91,0.0,"Jl. Pelaku Usaha No. 688, Banjar",False,True
2025-10-02,CantikNusa,17664429.12,17181728.48,2016283.73,10,Kesehatan & Kecantikan,0,0.0,482700.64,"Jl. Pelaku Usaha No. 689, Cirebon",False,False
2025-10-02,Kriya Kita,4068734.58,-594990.34,1361562.44,9,Kerajinan & Produk Lokal,0,0.0,4663724.92,"Jl. Pelaku Usaha No. 690, Sorong",False,True
2025-10-02,Langgananku,19312682.24,28892125.09,2674922.08,8,Retail & Toko Serba Ada,1,9579442.85,0.0,"Jl. Pelaku Usaha No. 691, Palembang",False,True
2025-10-02,Rupa Nusantara,6879980.38,3945808.26,3811667.28,11,Kerajinan & Produk Lokal,0,0.0,2934172.12,"Jl. Pelaku Usaha No. 692, Bogor",False,False
2025-10-02,Kriya Kita,10278879.72,9578969.56,4053993.17,10,Kerajinan & Produk Lokal,0,0.0,699910.16,"Jl. Pelaku Usaha No. 693, Tangerang",False,True
2025-10-02,Lahan Asa,8478884.01,12574215.63,2843867.44,9,Properti & Kontraktor,1,4095331.62,0.0,"Jl. Pelaku Usaha No. 694, Banjar",False,True
2025-10-02,Sehat Sentosa,4745873.8,4125179.47,4297459.61,9,Kesehatan & Kecantikan,0,0.0,620694.33,"Jl. Pelaku Usaha No. 695, Bogor",False,False
2025-10-02,Lahan Asa,7967245.76,3292159.08,1064648.56,8,Properti & Kontraktor,0,0.0,4675086.68,"Jl. Pelaku Usaha No. 696, Banda Aceh",False,True
2025-10-02,Langgananku,1082514.87,-2246129.19,3685412.9,9,Retail & Toko Serba Ada,0,0.0,3328644.06,"Jl. Pelaku Usaha No. 697, Mataram",False,False
2025-10-02,Rancak Raya,10017275.97,19776671.27,2000274.07,10,Fashion & Gaya Hidup,1,9759395.3,0.0,"Jl. Pelaku Usaha No. 698, Jakarta Timur",False,False
2025-10-02,Asa Cendekia,8198265.78,4076128.09,3632593.35,18,Pendidikan & Pelatihan,0,0.0,4122137.69,"Jl. Pelaku Usaha No. 699, Jakarta Pusat",False,False
2025-10-02,Langkah Loka,3456781.07,8115739.25,2802680.12,10,Travel & Pariwisata,1,4658958.18,0.0,"Jl. Pelaku Usaha No. 700, Bitung",False,False
2025-10-16,CantikNusa,6318645.2,5396500.37,1485060.54,10,Kesehatan & Kecantikan,0,0.0,922144.83,"Jl. Pelaku Usaha No. 701, Cilegon",False,False
2025-10-16,Studio Karsa,5112593.07,11548550.4,3601936.78,7,Kreatif & Desain,1,6435957.33,0.0,"Jl. Pelaku Usaha No. 702, Bandar Lampung",True,True
2025-10-16,Data Cerah,5556079.92,3141332.41,3139759.5,3,Digital & Teknologi,0,0.0,2414747.51,"Jl. Pelaku Usaha No. 703, Cimahi",True,False
2025-10-16,Belanja Pintar,19108444.82,19490413.77,1193367.3,10,Retail & Toko Serba Ada,1,381968.95,0.0,"Jl. Pelaku Usaha No. 704, Manado",False,False
2025-10-16,CantikNusa,3628907.96,-370795.24,4080844.0,8,Kesehatan & Kecantikan,0,0.0,3999703.2,"Jl. Pelaku Usaha No. 705, Jakarta",False,False
2025-10-16,Langit Busana,2252419.05,-1030269.84,2622241.33,8,Fashion & Gaya Hidup,0,0.0,3282688.89,"Jl. Pelaku Usaha No. 706, Jakarta Barat",False,True
2025-10-16,Data Cerah,11861636.11,21285565.82,894662.61,14,Digital & Teknologi,1,9423929.71,0.0,"Jl. Pelaku Usaha No. 707, Sukabumi",True,True
2025-10-16,Toko PastiAda,17648110.64,14126546.33,909952.55,9,Retail & Toko Serba Ada,0,0.0,3521564.31,"Jl. Pelaku Usaha No. 708, Banjarmasin",False,True
2025-10-16,CantikNusa,18928673.9,27372260.67,1432619.47,8,Kesehatan & Kecantikan,1,8443586.77,0.0,"Jl. Pelaku Usaha No. 709, Balikpapan",False,False
2025-10-16,Belanja Pintar,17519236.07,26397406.98,548752.76,10,Retail & Toko Serba Ada,1,8878170.91,0.0,"Jl. Pelaku Usaha No. 710, Batu",False,True
2025-10-16,Langit Busana,11296913.73,16350572.28,562314.84,8,Fashion & Gaya Hidup,1,5053658.55,0.0,"Jl. Pelaku Usaha No. 711, Samarinda",False,True
2025-10-16,Mitra Langit,9158761.1,4954285.1,1335585.15,8,Travel & Pariwisata,0,0.0,4204476.0,"Jl. Pelaku Usaha No. 712, Bengkulu",False,False
2025-10-16,Rupa Sejiwa,12710195.57,20913131.32,3448267.18,9,Kesehatan & Kecantikan,1,8202935.75,0.0,"Jl. Pelaku Usaha No. 713, Kupang",False,False
2025-10-16,Warna Rasa,13683011.71,21088078.04,3679939.34,9,Kreatif & Desain,1,7405066.33,0.0,"Jl. Pelaku Usaha No. 714, Samarinda",True,False
2025-10-16,Sambal Senja,19481316.08,24603955.54,3021678.55,8,F&B,1,5122639.46,0.0,"Jl. Pelaku Usaha No. 715, Semarang",False,False
2025-10-16,Lahan Asa,10685407.24,12708004.17,1510465.07,11,Properti & Kontraktor,1,2022596.93,0.0,"Jl. Pelaku Usaha No. 716, Probolinggo",False,False
2025-10-16,Rupa Nusantara,3829377.08,775812.03,3933988.68,9,Kerajinan & Produk Lokal,0,0.0,3053565.05,"Jl. Pelaku Usaha No. 717, Surakarta",False,True
2025-10-16,Dapur Loka,19702021.29,27450637.87,2909014.5,9,F&B,1,7748616.58,0.0,"Jl. Pelaku Usaha No. 718, Pematangsiantar",False,False
2025-10-16,IdeLokal,7339462.36,10689493.19,4402709.07,1,Kreatif & Desain,1,3350030.83,0.0,"Jl. Pelaku Usaha No. 719, Jayapura",True,True
2025-10-16,Sentra Loka,3154108.9,1438210.26,4915896.83,10,Kerajinan & Produk Lokal,0,0.0,1715898.64,"Jl. Pelaku Usaha No. 720, Probolinggo",False,False
2025-10-16,NusaTrip,9059882.96,11032916.24,2714894.77,9,Travel & Pariwisata,1,1973033.28,0.0,"Jl. Pelaku Usaha No. 721, Jakarta",False,True
2025-10-16,Bumi Perca,5085169.59,2646606.06,3798472.99,10,Fashion & Gaya Hidup,0,0.0,2438563.53,"Jl. Pelaku Usaha No. 722, Tangerang Selatan",False,False
2025-10-16,Loka Bambu,2170641.87,10316020.37,1454905.37,9,Kerajinan & Produk Lokal,1,8145378.5,0.0,"Jl. Pelaku Usaha No. 723, Jakarta Pusat",False,True
2025-10-16,Rancang Sejahtera,12861329.3,20779751.33,1649687.95,11,Properti & Kontraktor,1,7918422.03,0.0,"Jl. Pelaku Usaha No. 724, Palu",False,False
2025-10-16,Bentuk Cerita,15220655.19,19371575.94,1864911.93,12,Kreatif & Desain,1,4150920.75,0.0,"Jl. Pelaku Usaha No. 725, Batu",True,False
